,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ClinicalSignificance__Benign|other,1.9692201891745427,-0.6893454456070996,2.9858792013118873,12.469450383423405,9.281560018041917,16.55195154491952,-10.445165334021473,10.675245603058062,-43.792809073649906,-5.723297612180938,57.654146556143495,-22.286522953226264,-1.897707358030868,-115.4075725256584,-69.25076013883593,-69.73504073906402,-38.73376827756687,44.53810081701448,-62.66829927979203,-17.032741961217287
ClinicalSignificance__Benign|protective,19.73265102951268,9.677339742048261,-27.475422316419618,-27.221226413002533,-6.4282821361516715,21.453476733838503,-10.514351488527222,1.4363058806400573,-73.52792198220622,34.04216311201691,103.41890042929502,38.52994439594064,108.59164663197991,88.85017803802329,-139.08453205634157,64.09253217401519,-109.44461773740134,-169.6498069040282,47.218806860146856,-22.019806559579116
ClinicalSignificance__Benign|risk_factor,1.59861640814485,0.6590530061839968,9.33761416606879,-8.814359543762867,2.92762850234384,-17.911847652626363,3.6405214839958635,-4.05290031937534,-13.164033038991573,9.424975165130421,1.2270743622814066,41.48884001270516,-39.21295955987595,-52.50289183694708,-29.492126725059908,20.443122597623027,-33.576256035514724,-55.94309522120942,29.097710698958934,-9.5710476147468
ClinicalSignificance__Conflicting_classifications_of_pathogenicity,-1.9343246055095626,-1.3938462583975162,1.10449755685084,-2.057760401289358,3.1840638675859365,-0.34772722844178233,0.5531283389776381,0.003000943719408263,-0.0720511731419887,0.016431774078139963,0.0013744580211571514,-0.0030751653377886945,-0.11188969876229053,-0.061522276945580275,-0.011064813233736627,0.014088192837995148,-0.04913573661361096,-0.015256261462489427,-0.015199256792147843,-0.01803521428511561
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|Affects,8.56709594747102,26.732499876914204,-13.214090975591049,6.94336361386719,26.979299238162962,-84.73906704123294,25.41477700257998,-30.704178319868415,57.13378858755617,35.77847046185599,11.94088937339373,-61.8575980492413,-48.68446874874752,-252.73584640164137,1.4207896512642963,212.92478612323873,111.62131885722314,74.38989989340078,-74.28559174858793,90.93641170948537
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|association,-5.27877401912139,-0.20888384481557237,-13.271995113285426,-13.429561613293117,28.69860765575158,2.7273307846767163,11.92737683100806,47.40633255192635,-45.830639794819234,-70.41770592909306,-38.27785373336699,10.678497101871846,7.001041873062773,-90.50971074506595,21.79793121957495,17.6634994770944,-5.932953143585848,-70.8066868396534,66.55780440903276,29.55526389516494
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|association|risk_factor,9.791202155822674,46.98773597124379,-6.920327301259214,1.492578321187381,-16.58214423281987,-36.48219496492638,-28.51859507691326,74.2834860374878,-22.915182219827212,126.45388610647305,-39.03238174621463,-96.24622377578153,-9.203819803428443,13.849473998525923,135.1442059075885,4.092940662478766,-36.00626444787961,81.90627053477414,64.12331749024591,177.33380075332641
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|drug_response,-4.90888751463624,13.412808448539648,6.4660711339168415,-39.68375629467653,-22.474994357631026,2.1005741581517654,73.76856063709153,-24.59100206806707,-20.11013519457335,19.936318953262894,42.626046047896935,197.851325146533,-41.03136240157782,52.80263431874161,110.78145613123691,86.90858246565892,19.90427014940979,-0.38505947448685024,37.956775840720326,-4.866689141170875
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|drug_response|other,5.00593058774366,-1.7433254924797001,-51.29116958332684,18.501628538516943,43.842092444251634,-4.110818988035443,-120.97141501784888,7.929083223394825,166.0363909152013,10.381848805817118,-27.084786961282383,-3.0702886654068826,190.15202629993553,183.99015728985958,440.40537118025026,206.1799416919302,-10.457834628214133,140.62508405012133,123.69017834653042,-198.44153123269385
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|other,5.647744953488027,1.8525066666131338,11.630161206109515,-14.708571519608295,0.8987515587367558,10.984166853201593,-14.795641192542774,-19.984770224820068,-4.1791928508184535,-2.006791592397024,8.31151037252863,67.73383279365774,23.40210185936781,26.85409870361291,-33.750031491682115,-27.644373242962423,19.199463175275405,39.197710681856975,-4.415552115418183,12.740620864993748
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|other|risk_factor,9.633019824883434,5.702207267608017,6.810053041994838,50.15774311222775,-21.368491552706026,7.583035362578757,-41.31951380009474,41.332370067828535,40.886869810238466,167.0873450211587,-7.475577548237647,-2.423733977967832,85.9605099362455,-87.54378029372334,-30.097778848463186,94.00304998415925,211.5269976747906,29.241785257350877,95.36293183621072,-39.66460511399733
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|protective,29.094524612600722,53.659242812766735,6.014472895613611,11.45656164666956,-23.401975397550952,-19.875938604112278,35.40395495237266,-31.479091400213207,6.333023446221192,100.02850847244808,122.61576583903836,-75.523360236944,133.20307136144277,52.0788164319347,74.31807504904475,30.474187456016907,-96.78971514403733,164.6062821527126,-37.8559320258864,74.00045276854246
ClinicalSignificance__Conflicting_classifications_of_pathogenicity|risk_factor,0.04408455808147121,-0.3597418752473367,9.409392589778031,4.210362581006558,-4.29150087224756,4.184120853735926,7.896587231617718,13.575675506955347,8.450482912429658,0.2177107789410483,74.89883280895806,-1.95226202397749,33.117692855137925,33.18113561171054,3.85822822131704,4.552984014523335,66.95766652272972,-14.893697307944707,12.432550681641588,-47.74806987276322
ClinicalSignificance__Likely_benign,-0.034120955785246855,0.050704417370460005,-0.1398631112766034,0.18161427855468118,-0.06599711984823164,1.2342658487200875,0.2465329976225656,0.018714011916985733,-0.40701459810099144,-0.15268868470926972,0.018550461820728708,-0.09150971552110743,-0.052131562557437075,-0.03639315803115671,-0.004775015547811941,0.024810176778490935,0.05514703871214321,0.02352290858796319,0.012237544691299517,-0.03188170535647857
ClinicalSignificance__Likely_benign|Affects|association,32.733931243690414,5.798216885086624,-30.47138417429861,-13.087279019111667,11.467295697318768,-11.229635401761685,-28.76868666021757,17.09388176524786,38.03694688331041,-129.60443587931306,144.8320553064376,-76.78686010447176,-147.55123230139606,209.9635585027838,-257.5299680007563,20.941476135212444,-233.05957458360254,229.0685272203316,80.12859240393803,17.986801814072205
ClinicalSignificance__Likely_benign|association,20.514864706646268,11.531991763099727,29.448756018570652,19.838405796082643,-18.39213064263032,17.79087157793919,-82.61982607238295,23.051763066970203,23.129822366130668,4.39101830663007,260.11380629403203,4.737518041839189,-56.03123904969843,39.96864033335041,317.0529319356919,60.93553526515079,-125.47581517575725,-235.1840506221788,-55.69089908285212,332.9501956712606
ClinicalSignificance__Likely_benign|drug_response,4.05745875342733,4.112234888762611,5.654396465807269,-24.49936978091251,12.170626946687399,-13.275991191520845,20.05793227012392,14.748052121170112,-142.2420700374364,-22.09576467430523,21.355208277882962,-101.42659580855496,63.732035346893966,7.856133282540358,-24.89755513254621,-3.6519465252144934,50.99459545404774,-38.26974634586194,-4.573949630797554,16.739046937150327
ClinicalSignificance__Likely_benign|drug_response|other,-3.8926309339252456,-8.380197056816982,12.569578197416858,-9.575527995019675,-15.344855457122488,38.46312394777634,17.00935085909721,-4.813978085666122,-10.59492053433975,36.07552639620228,-10.754549318371799,94.86492383164273,-153.40533464762981,0.3068392229179871,-0.02019874750025096,17.894001497433447,-241.83008880285092,83.19093217529009,90.79153828840951,-45.077065476983336
ClinicalSignificance__Likely_benign|other,-8.498879252332486,5.661299760690637,-6.1920257881038,-3.9973945082702342,-3.2800290926884625,9.34610381716122,26.123478964237847,49.01479772283579,10.359801651833166,-36.61413054999237,18.800562693710948,30.725599514635952,27.250587662128844,14.273775308088618,-23.44640111100729,-11.508206716621558,-30.833212035906314,74.6401481333416,-99.53022832151511,-12.114664254677255
ClinicalSignificance__Likely_benign|risk_factor,2.626215581692014,9.871511717995045,2.6632719657357624,14.810807935143838,9.031025765033075,-31.305646034566053,32.57355081864964,-7.998765408996213,45.689358964827164,22.873164695400142,99.06233527835673,13.104575780999056,-174.59787879906617,-11.326320053760714,112.20909814990938,170.505652359671,161.19911290045823,-83.99823233901864,19.959267581148268,84.16939880550792
ClinicalSignificance__Likely_pathogenic,0.4517039051886951,0.018063181371403014,-0.11703840464809828,0.30804828375182736,-0.1869092078862627,-1.4051369743684585,1.6381862325705139,0.38288558040042914,-0.7682878363178368,0.17582641920299866,2.702323214465882,0.2046844945408205,0.14200007370550702,0.233110234151801,-0.2500414624507526,-0.2009044928947427,-0.01581595456812934,0.07328809306624823,0.009417456990242865,0.11110988349049798
"ClinicalSignificance__Likely_pathogenic,_low_penetrance",22.611981567359628,-18.68482000738106,-7.408169470249119,-25.631971474722857,13.056679692871185,-17.597392194421083,15.803635629230987,42.975355242763946,-26.445618373012273,30.842158549680477,-44.908784155291066,22.758330511403813,9.618545596728772,1.9564529046918857,57.75058705945244,158.4268219901565,81.23779359981376,-0.7485903724499088,-32.03263568245696,-28.858825822120657
ClinicalSignificance__Likely_pathogenic/Likely_risk_allele,-0.19293318300661377,1.350475754770227,-9.81901066560165,5.009090975826549,19.20545212243353,-24.869711704905086,28.789549266711987,45.66160262019558,-34.55640715532259,35.012345377850416,27.225192266394714,44.8843879576564,-14.11813889787914,-4.3847989429000656,-42.92993341800208,-66.1828110246913,42.53255132998018,1.531372471915294,-15.232860667941374,-3.6299912225464372
ClinicalSignificance__Likely_pathogenic|Affects,-10.396755618552355,-2.188981008650162,13.772226286891044,13.744176182264571,20.622228161266733,-30.131286341854835,28.465990076852968,65.26805627068225,-112.06098435979071,-58.23307471667371,55.007426525783934,147.19156416025237,-250.42084807109683,31.489501849843727,103.60111105042675,35.385632829894874,-8.942697025619989,-66.2476966043441,33.60101114393165,-77.49523606101837
ClinicalSignificance__Likely_pathogenic|association,21.7683803219082,-26.860742988102498,7.203651688126658,9.984716838964495,-5.572002380842246,9.91092832828672,-29.262885409256707,-62.79068097836946,-41.1897180588487,42.983396009408956,-119.310845379771,21.30311933593535,-11.789975076276388,20.53876701221948,49.68859382424581,26.725667448836028,-28.361079005642228,54.684448255735006,76.37606575505188,140.31119739164683
ClinicalSignificance__Likely_pathogenic|drug_response,1.713820965177596,1.4597050551564086,-3.802370452794561,-2.2988715113710243,-1.361962392633263,4.0999730437877915,2.40801583326874,6.483950935173002,24.393086185508864,8.016223509532908,-7.827886077094081,10.431197635000636,52.30084866726859,33.45198817762547,19.75967766862211,-12.369565665388256,-21.270243168445788,57.9150836197489,6.430859416337653,-92.27446336056518
ClinicalSignificance__Likely_pathogenic|other,22.96355139090334,-14.173626856207967,-15.183640899722166,-16.314708686067007,-31.79295900903509,7.480781812464152,-52.828916888165196,-20.442064896573406,-106.37630104025493,28.164808989272178,-100.03329188557638,-84.74659873955669,132.9348542207993,123.4162265693555,5.379823433477638,-46.90166197738451,-36.10212836467082,288.1871811068722,32.239084386971534,259.76097886952175
ClinicalSignificance__Likely_pathogenic|protective,-34.76323109521419,35.874703804480355,-12.792127690885474,52.42325640185806,74.32494310110825,-81.89909245491722,87.1860149236764,8.098096007501006,71.88749625766214,-44.048094704001436,-150.7482147304774,141.72051649531534,-24.624580544515208,54.3586936511034,-163.60116159295754,-25.45191810470249,81.79111364057887,-295.3472295744334,125.13204665074514,180.1528155742461
ClinicalSignificance__Likely_pathogenic|risk_factor,-2.642570323465569,14.423034372024574,-10.62238868850826,-8.765524628150505,-15.709446861834612,4.262092032470693,-37.103200425504596,-21.314410771593277,33.210555081021646,42.73942992397888,-11.167461038505662,-72.03336917975922,-11.084258873499568,-48.877918600389954,15.228245658001079,23.011644507485734,21.18559216101164,-113.514747003754,-81.17953152011383,-57.383587066073396
ClinicalSignificance__Likely_risk_allele,-0.5613225245385267,2.499913033422124,3.06652340644664,-2.9607384196822935,1.3949495491859638,-0.5523037421864713,3.3804955746783283,-4.443410143555923,4.518002851997007,9.546987545837483,-2.207129261245808,-5.806424938165722,-3.476850118296727,5.344543572033359,-4.670578806321944,26.121053216135845,2.733442546241461,-4.111663960243184,-15.167605339036403,-8.31180096555871
ClinicalSignificance__Missing,-3.8809998611520253,54.06319456519311,-20.217265789841733,-43.87442327891173,0.22362136483248113,1.5707014534218506,-3.1615612890335365,0.2876705106812455,-0.3691761179584616,0.07229682928045485,0.6279842627173388,-0.3084251931354221,0.19689232250647995,0.09270887275177693,-0.0012642158576056293,0.09208033190083557,0.04803145698538402,-0.11808180391087206,-0.08648108488802998,0.07130822601610684
ClinicalSignificance__Pathogenic,0.6457339130479517,0.3698526238372637,-0.16739598722293417,0.12547223823213785,-0.5491407185123452,-1.4143684072104934,2.6449187868482595,-0.028987979832922915,-0.3058917604427589,-0.27076963493524364,-1.1330686270804975,0.1852567780795061,-0.20225055240373335,-0.1941662535672642,-0.08483373577322634,0.00662089473836293,-0.27513166314238985,-0.09112088948054436,-0.017535499596160076,0.012714842800829714
ClinicalSignificance__Pathogenic/Likely_pathogenic,0.4138081782341029,0.08565435784435783,-0.1506205430230702,-0.08238733198116419,-0.30966342740228947,-0.7162708943673387,2.1004410588358877,1.2952751281962818,3.0598521347352965,-0.4536926753728009,0.6567997397512636,-1.6045754004925583,-1.1852794628860444,-0.8228162703690275,0.9389675116696885,0.8009070491273813,1.4307615400191331,0.34856805107787664,0.29401386942891666,-0.6572334372160181
ClinicalSignificance__Pathogenic/Likely_pathogenic/Likely_risk_allele,-9.152218562835037,7.783529749042224,3.802918477693053,1.4934346676089363,11.411667089002076,-17.11725917258459,15.360204930336709,-16.25790721180208,-12.358216627039013,-49.076180294625345,-29.134732822489426,-11.482975550912759,-1.9000164676521165,79.19394862381348,-84.55757893860397,86.7476170361966,48.5854096710579,40.746676129634814,-150.99028022178695,-43.04568481875343
"ClinicalSignificance__Pathogenic/Likely_pathogenic/Pathogenic,_low_penetrance",-14.379592903515956,-8.138336977584482,0.32814976595193623,-16.637987998592187,10.6312131945838,1.8317760408234207,-5.183614443769455,-42.226779361544075,-21.297547074324022,-27.862937688518777,12.708929609746457,-43.20152708958832,-4.04992455486733,14.453935700764696,-12.05952600903497,-28.384721916518025,-52.16366838168689,83.88327905050049,21.253014164918532,-2.8411924180545536
"ClinicalSignificance__Pathogenic/Likely_pathogenic/Pathogenic,_low_penetrance|risk_factor",-2.746267575099015,-9.616514324597347,-11.83835579422881,39.06331745014376,-54.986705088549954,68.18864189903344,18.35955006603599,53.74780117563408,-107.23607387829578,-218.06718020507614,93.4315345231945,255.84584931035346,-62.1171363480088,-73.27151319496473,240.05646122389314,69.48856085771601,-66.00730972296961,375.18203318070914,-2.042947170540445,353.1230710849203
ClinicalSignificance__Pathogenic/Likely_pathogenic|association,-18.191517942512966,-11.045674607002018,-1.3318495266902168,49.196591671972456,-15.85390392259524,77.67193576302576,-74.48414868938325,-125.34160765933167,-114.3793579647065,-60.10789213930146,-13.486141756573828,159.8233891186943,-151.73844197979972,113.58244552984947,93.74839452794535,38.01685724817085,284.17446637765795,252.89015311646105,-226.1280796841791,22.995419363760117
ClinicalSignificance__Pathogenic/Likely_pathogenic|other,-4.231823496624521,-1.6946128518571082,-1.034622140228573,8.812331984011482,-38.93709425063314,9.948453534212902,25.114054167136885,-10.748139113215668,-27.670309710309283,45.4344385384348,128.2605316547724,39.862020393243775,82.40450330759172,10.294008210304682,16.854863269731865,75.06219318940677,74.53637897731393,74.66793244503027,89.639585754587,-105.55846130868723
ClinicalSignificance__Pathogenic/Likely_pathogenic|risk_factor,9.19821385546647,18.366279459328993,-3.824049736409579,20.369287463888714,10.751642569377456,-14.259653510550866,-16.337786041964144,53.008689902459366,75.93015371453325,-79.352519921711,-44.51446401419727,218.23962051879963,82.43544699912637,-109.7285183514123,-13.517590901484937,46.15825192608302,3.7703042690440776,58.0615133077183,132.93789714856467,137.515892402114
ClinicalSignificance__Pathogenic/Likely_risk_allele,11.90498801789709,7.59626552407362,-1.2618853891136794,27.444392894505526,11.025664180264004,-25.97183237387298,-7.052169075091237,-25.970938568390288,11.155121556639342,-15.479429427045117,-21.8484648085597,-7.116287939385835,-105.96004419549254,71.87488242347992,-27.69248835439335,32.049550123285975,52.821278554594144,107.39154174355335,83.8314782020236,-98.33138016468118
"ClinicalSignificance__Pathogenic/Pathogenic,_low_penetrance|other",-16.188279977127237,-43.58568543998631,-3.453657049366662,-10.099791204085916,25.874788263685204,-42.78631042109138,7.614661321854954,35.8988766837752,266.88720259349543,-67.64263413914462,-35.78349622983063,-66.19054852504075,-122.43896589407434,246.96337189504797,93.0308003129838,176.47583778109427,-44.750029051015154,-7.143691572084675,398.6160264584748,158.61322342060487
"ClinicalSignificance__Pathogenic/Pathogenic,_low_penetrance|other|risk_factor",-33.447841453281214,-32.47804743575206,-15.527824412183909,-33.27284250934173,-27.418720759928952,-1.4143782109359375,-20.589275103126173,39.645992727678404,-59.262382256890625,-56.00647691472418,-34.171252749408865,8.690131084034649,-142.21844051633974,75.90902590752454,182.57161213742717,47.979886094250226,161.66279983707116,-89.39092122008543,140.8056080191577,61.55043026705257
ClinicalSignificance__Pathogenic|Affects,6.217453086684747,0.06302488732890155,-5.739610985225317,8.976395044768656,-7.365204733984564,10.010106071213976,-18.739388983625187,-5.446489257699744,53.34928706826028,-4.64760469038378,27.109896137551026,13.32368659160404,10.494860162601595,44.26903977511242,87.2339922788521,7.023171061163958,-2.5202418511860207,16.039644824167507,-62.26972345658757,22.632803845436296
ClinicalSignificance__Pathogenic|association,24.59098700787704,-8.254022276340091,15.857333000657071,-27.181193420682256,3.587776641942996,0.6543693066201333,11.787105529407029,-2.6506998012854974,10.368990829277235,53.741004303137274,121.69913246023454,11.802333429250663,154.00770874131734,-28.896122799383193,-117.28098480377204,167.59123088189182,83.54958468442776,50.72166205995823,-18.491049057379172,96.43048220304613
ClinicalSignificance__Pathogenic|association|protective,-5.167096268499315,-20.478903767310044,26.573206545020113,29.910689205173004,4.5305520923915035,4.198491543265267,52.23182411191167,-129.26913221215065,-101.55556356476055,110.23153054629536,64.84557151314716,-7.625506819879229,-67.29847171267595,286.5485825536382,174.71839531557688,103.02050788976429,289.40738819495164,148.3079385599575,28.44566568276353,-52.23467928914252
ClinicalSignificance__Pathogenic|confers_sensitivity,-11.183245990648226,-3.9253410679067144,0.02927679586922881,-5.667075521034607,-31.791509904680655,13.293255705392918,-10.612222482873353,-30.29552420379218,-94.08463168975705,116.89895922694298,-88.74482365915905,-130.81225934275244,10.871750877163562,50.720233749271124,-274.0727011731746,273.2869955756728,-179.75391830927265,78.44547625294562,-36.843676014180524,-50.14985841509095
ClinicalSignificance__Pathogenic|drug_response,-6.29010561639388,-5.365937594121059,-6.245384046477296,-1.53229647209582,3.928713650069348,-4.700347704463929,5.4204449043991945,-13.618660598254781,-6.2363692183865425,-23.110135786438708,-18.506092506944167,2.5895333314418623,4.731463705341901,-40.77059518797005,24.432965168756102,22.04445399532387,-14.266348762228112,42.442543108462544,8.62435559476705,-10.752724073207304
ClinicalSignificance__Pathogenic|other,-0.8437975610443317,1.8237762136276539,-4.510038054099686,3.9415574259299273,1.2216049161336329,4.450054626629163,-1.723372546614198,6.599095291903944,2.0745799496115436,18.777693410430572,-3.232535857355934,-18.522717771804885,-0.9276357486061637,10.779073930285948,0.8575775648202381,35.480690699598235,-9.85781167700607,-4.184410570440596,-12.683600856375042,29.314097471361702
ClinicalSignificance__Pathogenic|protective,4.849684145460255,-11.861862260280994,-6.173345918583058,-30.15757350142604,-32.76283918536156,52.72455074795563,48.118495021686336,-34.116077567863954,0.3735208267484139,-125.70995842306885,48.86962914542465,46.27037161002832,-169.78076231597464,-221.76767063833876,-2.624436986661053,-83.28409551431105,13.654434739635223,-49.12132268293183,92.79601831976049,43.67956548552082
ClinicalSignificance__Pathogenic|risk_factor,0.9314554541261706,-2.1404179384763293,3.7574660318765583,-7.439864044608516,4.140477710745761,-8.541025224362608,3.5935174625844652,22.681691337825463,22.45233177048324,-48.45054842900103,41.02956922688792,21.107758395542326,-12.742922242222866,-34.33317722231336,21.13849293243576,37.889272709058,-12.10737867156103,13.897718660053377,-31.426333758550378,-7.806063095939039
ClinicalSignificance__Uncertain_risk_allele,-1.1456496820971656,-0.3542424948832906,5.8092656940955,-4.96285308516951,-0.13735893510651043,-8.332851764989151,5.009513584329803,5.9402186738981335,-57.85727661414464,35.89725454664862,-43.796162079513444,13.45457978399236,-26.77850415170986,29.562806743111373,-1.3000888434814633,-11.416233434019349,-32.75864779349978,-28.8793204209495,30.59157524807258,1.276001294786038
ClinicalSignificance__Uncertain_risk_allele|risk_factor,42.82115985644316,9.941591848524938,15.334163940203041,-23.27564721637103,4.73268419500353,31.24920217628541,16.50231632314315,61.322417794078135,4.181495891698413,-59.35996269955679,-57.09899166724737,-128.58973154163013,-40.94766011268424,297.14228738992597,84.75553841246175,-288.1778462547437,-209.3669084167595,213.44466401508353,-190.0230710862923,-161.43808203490158
ClinicalSignificance__Uncertain_significance,-0.014231199741322222,0.033377729824862694,-0.002461561968141057,0.09528618790247262,-0.18428909243868388,-0.5517799315886492,-0.6325540464742299,-0.022804099911840382,0.02737263543871691,-0.015556214262354118,-0.06286402053064612,-0.04260650613686537,0.02796284243438398,0.011362251795991063,-0.002515701959409815,-0.005772158846583344,0.012301332038297851,-0.0003182462835283264,-0.007238172393038494,0.005914391750662779
ClinicalSignificance__Uncertain_significance/Uncertain_risk_allele,0.9640739593234986,2.8801630971303975,2.6190469071031197,6.758470485996112,1.7097180364125084,8.799103001565388,-2.979654140849686,-1.1599971790199197,-1.622737849603515,13.277712651571298,2.7181080347679396,23.693945876107392,7.072560495534206,15.334553186405698,7.569872108939309,-5.6510476289084774,6.777980190885568,-12.343953359409891,-4.465623985204448,-2.424135545562737
ClinicalSignificance__Uncertain_significance|Affects,18.727688749263038,3.2613191794034186,4.555622169547033,-31.16572417528331,15.17478601251368,-62.61280351387632,11.826735719486397,-45.11617609060685,146.89654080118913,138.5073098919082,53.14867095439805,-65.12797398483359,132.04968885507884,141.3113267476809,62.50839312231236,236.91149344948036,-49.28483907684813,-88.05638669403825,-69.57232578701935,-39.421411209300814
ClinicalSignificance__Uncertain_significance|association,-3.150512439566049,3.7504821919781985,11.884886203112261,-12.137594836512845,9.794959492074998,4.674829169035631,11.793110409282681,29.6219237659184,20.903387178151764,16.38696589161171,-17.90427586890531,58.763111967182034,-49.953570384581916,27.467970141532042,-19.83176515630562,60.38515439335056,97.76606354072413,118.76392112986774,-74.1345162830666,7.758830338555347
